Company Name,Market Cap,Year,Quarter,Negative Sentiment Score,Positive Sentiment Score,Neutral Sentiment Score,Negative Sentiment Count,Positive Sentiment Count,Neutral Sentiment Count,Doc Sentiment Score,Symbol,Sector
Longeveron LLC,54124544,2023,2,0.056207597,0.150576581,0.793215822,0.056338028,0.164319249,0.779342723,0.107981221,LGVN,healthcare
Liquidia Technologies Inc,440079000,2023,2,0.022347388,0.157864257,0.819788354,0.029288703,0.158995816,0.811715481,0.129707113,LQDA,healthcare
Lisata Therapeutics Inc.,21696113,2023,2,0.049478503,0.147278596,0.803242901,0.051948052,0.151515152,0.796536797,0.0995671,LSTA,healthcare
Lantern Pharma Inc,51027900,2023,2,0.029326607,0.319157132,0.651516262,0.031141869,0.321799308,0.647058824,0.290657439,LTRN,healthcare
Lumos Pharma Inc,22550663,2023,2,0.025643364,0.187294039,0.787062596,0.028268551,0.190812721,0.780918728,0.16254417,LUMO,healthcare
"Lexicon Pharmaceuticals, Inc.",426039000,2023,2,0.012149256,0.242837656,0.745013088,0.015075377,0.246231156,0.738693467,0.231155779,LXRX,healthcare
Moleculin Biotech Inc,16324493,2023,2,0.018527735,0.155763676,0.825708588,0.021276596,0.163120567,0.815602837,0.141843972,MBRX,healthcare
"Seres Therapeutics, Inc.",456606570,2023,2,0.029160603,0.30462482,0.666214576,0.030508475,0.305084746,0.66440678,0.274576271,MCRB,healthcare
Medicenna Therapeutics Corp,26601527,2023,2,0.041355786,0.188200284,0.77044393,0.043859649,0.192982456,0.763157895,0.149122807,MDNA,healthcare
Mediwound Ltd,85177193,2023,2,0.043808139,0.241416447,0.714775414,0.04778157,0.242320819,0.709897611,0.194539249,MDWD,healthcare
MiMedx Group Inc,854291390,2023,2,0.028204928,0.401261395,0.570533677,0.031141869,0.394463668,0.574394464,0.363321799,MDXG,healthcare
Mesoblast Ltd,221315520,2023,2,0.02661204,0.175275231,0.798112729,0.029411765,0.18627451,0.784313725,0.156862745,MESO,healthcare
MacroGenics Inc,317851946,2023,2,0.020991215,0.133236454,0.845772331,0.025454545,0.138181818,0.836363636,0.112727273,MGNX,healthcare
Mirum Pharmaceuticals Inc,1001390715,2023,2,0,0.322621334,0.677378666,0,0.330188679,0.669811321,0.330188679,MIRM,healthcare
Miromatrix Medical Inc.,32418205,2023,2,0.052978891,0.248927867,0.698093243,0.057377049,0.254098361,0.68852459,0.196721311,MIRO,healthcare
"Mineralys Therapeutics, Inc.",489871833,2023,2,0.019418472,0.132638997,0.847942531,0.021857923,0.136612022,0.841530055,0.114754098,MLYS,healthcare
MannKind Corporation,1258096560,2023,2,0.026621112,0.263023894,0.710354994,0.027777778,0.263888889,0.708333333,0.236111111,MNKD,healthcare
Mind Medicine (MindMed) Inc.,159012636,2023,2,0.047930356,0.278728696,0.673340949,0.050991501,0.283286119,0.66572238,0.232294618,MNMD,healthcare
MorphoSys AG ADR,1072812400,2023,2,0.016067285,0.289241648,0.694691067,0.018461538,0.286153846,0.695384615,0.267692308,MOR,healthcare
Moderna Inc,42344694831,2023,2,0.048292025,0.241079096,0.710628879,0.048850575,0.244252874,0.706896552,0.195402299,MRNA,healthcare
"Marinus Pharmaceuticals, Inc.",381131920,2023,2,0.038352967,0.244167485,0.717479548,0.040865385,0.242788462,0.716346154,0.201923077,MRNS,healthcare
"Mirati Therapeutics, Inc.",2202956034,2023,2,0.024041681,0.211384604,0.764573716,0.025345622,0.209677419,0.764976959,0.184331797,MRTX,healthcare
"Maravai LifeSciences Holdings, Inc.",2630301913,2023,2,0.159274732,0.317598005,0.523127263,0.162094763,0.314214464,0.523690773,0.152119701,MRVI,healthcare
Matinas BioPharma Holdings Inc,36127232,2023,2,0.034018978,0.243205695,0.722775328,0.035714286,0.244897959,0.719387755,0.209183673,MTNB,healthcare
"Nautilus Biotechnology, Inc.",360862740,2023,2,0.021502107,0.323203252,0.655294641,0.023809524,0.329365079,0.646825397,0.305555556,NAUT,healthcare
"NovaBay Pharmaceuticals, Inc.",2568655,2023,2,0.047157392,0.363110928,0.58973168,0.051094891,0.364963504,0.583941606,0.313868613,NBY,healthcare
Nektar Therapeutics,134602861,2023,2,0.042311147,0.181536939,0.776151914,0.045317221,0.187311178,0.767371601,0.141993958,NKTR,healthcare
NRX Pharmaceuticals Inc,22365514,2023,2,0.039064386,0.231955465,0.728980148,0.03902439,0.234146341,0.726829268,0.195121951,NRXP,healthcare
"Intellia Therapeutics, Inc.",3333492620,2023,2,0.022132461,0.166940435,0.810927103,0.025641026,0.173789174,0.800569801,0.148148148,NTLA,healthcare
"Novavax, Inc.",696482189,2023,2,0.02617423,0.255103447,0.718722323,0.028169014,0.257545272,0.714285714,0.229376258,NVAX,healthcare
Novo Nordisk A/S,4.16393E+11,2023,2,0.056192156,0.244550378,0.699257465,0.060465116,0.248837209,0.690697674,0.188372093,NVO,healthcare
OmniAb Inc.,670480000,2023,2,0.035390036,0.245920036,0.718689929,0.03880597,0.247761194,0.713432836,0.208955224,OABI,healthcare
"Ocugen, Inc.",113572847,2023,2,0.032698207,0.212193918,0.755107875,0.033783784,0.216216216,0.75,0.182432432,OCGN,healthcare
"Ocular Therapeutix, Inc.",303121593,2023,2,0.027197087,0.180658277,0.792144636,0.03058104,0.183486239,0.785932722,0.152905199,OCUL,healthcare
OncoCyte Corp,28843675,2023,2,0.063253356,0.220123971,0.716622673,0.07,0.23,0.7,0.16,OCX,healthcare
Omeros Corporation,237612652,2023,2,0.045694731,0.19316585,0.761139418,0.051546392,0.193298969,0.755154639,0.141752577,OMER,healthcare
Oncternal Therapeutics Inc,17295367,2023,2,0.017716112,0.199870455,0.782413433,0.020979021,0.216783217,0.762237762,0.195804196,ONCT,healthcare
Oncolytics Biotech Inc.,140363451,2023,2,0.016393781,0.282338494,0.701267725,0.017021277,0.280851064,0.70212766,0.263829787,ONCY,healthcare
Onconova Therapeutics Inc,16358385,2023,2,0.026254911,0.169878734,0.803866355,0.029787234,0.170212766,0.8,0.140425532,ONTX,healthcare
Orchard Therapeutics plc,90655920,2023,2,0.039247567,0.240650647,0.720101786,0.04245283,0.245283019,0.712264151,0.202830189,ORTX,healthcare
"Panbela Therapeutics, Inc.",4299715,2023,2,0.025334698,0.17426189,0.800403412,0.028368794,0.184397163,0.787234043,0.156028369,PBLA,healthcare
"Puma Biotechnology, Inc.",163007430,2023,2,0.038874072,0.170626561,0.790499367,0.044217687,0.173469388,0.782312925,0.129251701,PBYI,healthcare
PDS Biotechnology Corp,172920396,2023,2,0.004127104,0.229768658,0.766104238,0.004048583,0.238866397,0.75708502,0.234817814,PDSB,healthcare
"Precigen, Inc.",411327643,2023,2,0.022698021,0.26226553,0.715036449,0.024793388,0.267217631,0.707988981,0.242424242,PGEN,healthcare
Pharming Group N.V.,771871811,2023,2,0.03164403,0.213473121,0.754882849,0.033333333,0.226190476,0.74047619,0.192857143,PHAR,healthcare
Biomx Inc,16506712,2023,2,0.053083608,0.225054219,0.721862173,0.062015504,0.224806202,0.713178295,0.162790698,PHGE,healthcare
"Protalix BioTherapeutics, Inc.",137435136,2023,2,0.003556763,0.165567323,0.830875914,0.005,0.17,0.825,0.165,PLX,healthcare
"Plus Therapeutics, Inc.",5634926,2023,2,0.029177825,0.108623202,0.862198973,0.033018868,0.113207547,0.853773585,0.080188679,PSTV,healthcare
PTC Therapeutics Inc,2952790019,2023,2,0.030113505,0.311438125,0.65844837,0.032319392,0.313688213,0.653992395,0.281368821,PTCT,healthcare
PolyPid Ltd.,13272111,2023,2,0.031952759,0.155384385,0.812662856,0.038961039,0.162337662,0.798701299,0.123376623,PYPD,healthcare
"Quoin Pharmaceuticals, Ltd.",5113784,2023,2,0.030227575,0.235675493,0.734096932,0.036764706,0.235294118,0.727941176,0.198529412,QNRX,healthcare
Quantum-Si incorporated,285823936,2023,2,0.086242232,0.213642917,0.700114851,0.091666667,0.216666667,0.691666667,0.125,QSI,healthcare
Rain Therapeutics Inc.,36726832,2023,2,0.036193122,0.121997972,0.841808906,0.042253521,0.126760563,0.830985915,0.084507042,RAIN,healthcare
Ultragenyx Pharmaceutical Inc.,2618011917,2023,2,0.02482347,0.196616308,0.778560222,0.026954178,0.199460916,0.773584906,0.172506739,RARE,healthcare
Regeneron Pharmaceuticals Inc,91100768040,2023,2,0.024312893,0.246866992,0.728820115,0.026595745,0.247340426,0.72606383,0.220744681,REGN,healthcare
Regenxbio Inc,788042206,2023,2,0.001789933,0.219703111,0.778506956,0.003194888,0.223642173,0.773162939,0.220447284,RGNX,healthcare
"Rigel Pharmaceuticals, Inc.",210137080,2023,2,0.020679887,0.27098257,0.708337543,0.023809524,0.275132275,0.701058201,0.251322751,RIGL,healthcare
"Relmada Therapeutics, Inc.",90297600,2023,2,0.037278247,0.109372451,0.853349302,0.041884817,0.109947644,0.848167539,0.068062827,RLMD,healthcare
Royalty Pharma Plc,13284618597,2023,2,0.056072624,0.353328756,0.59059862,0.057877814,0.350482315,0.591639871,0.292604502,RPRX,healthcare
RVL Pharmaceuticals PLC,15846293,2023,2,0.061334364,0.292782813,0.645882823,0.065384615,0.296153846,0.638461538,0.230769231,RVLP,healthcare
"Revolution Medicines, Inc.",3175569310,2023,2,0.020868573,0.143441015,0.835690412,0.020491803,0.151639344,0.827868852,0.131147541,RVMD,healthcare
Revance The,1474909020,2023,2,0.037449974,0.279031905,0.683518121,0.041237113,0.280927835,0.677835052,0.239690722,RVNC,healthcare
"Rhythm Pharmaceuticals, Inc.",1467993518,2023,2,0.039970083,0.226861281,0.733168636,0.043814433,0.226804124,0.729381443,0.182989691,RYTM,healthcare
Scpharmaceuticals Inc,282933581,2023,2,0.033966427,0.140886158,0.825147415,0.040880503,0.141509434,0.817610063,0.100628931,SCPH,healthcare
"Seer, Inc.",156166183,2023,2,0.092212819,0.265657539,0.642129642,0.097902098,0.262237762,0.63986014,0.164335664,SEER,healthcare
"Sangamo Therapeutics, Inc.",158629763,2023,2,0.007915053,0.3073391,0.684745848,0.008219178,0.306849315,0.684931507,0.298630137,SGMO,healthcare
ACELYRIN INC.,2581700000,2023,2,0.047529239,0.340141878,0.612328882,0.050675676,0.344594595,0.60472973,0.293918919,SLRN,healthcare
Summit Therapeutics Inc.,1339555185,2023,2,0.005298744,0.298010194,0.696691062,0.005988024,0.299401198,0.694610778,0.293413174,SMMT,healthcare
Syndax Pharmaceuticals Inc,1272505763,2023,2,0.007204118,0.180409923,0.812385959,0.007653061,0.18877551,0.803571429,0.181122449,SNDX,healthcare
"Spero Therapeutics, Inc.",67291904,2023,2,0.022340738,0.170502128,0.807157134,0.022988506,0.17816092,0.798850575,0.155172414,SPRO,healthcare
"Sarepta Therapeutics, Inc.",10596596567,2023,2,0.023154009,0.241732305,0.735113685,0.025291829,0.245136187,0.729571984,0.219844358,SRPT,healthcare
"Syros Pharmaceuticals, Inc.",82382000,2023,2,0.008338868,0.238848514,0.752812617,0.008130081,0.243902439,0.74796748,0.235772358,SYRS,healthcare
Theravance Biopharma Inc,549076250,2023,2,0.036414429,0.300584543,0.663001028,0.039473684,0.302631579,0.657894737,0.263157895,TBPH,healthcare
TRACON Pharmaceuticals Inc,6805694,2023,2,0.01909482,0.136647877,0.844257303,0.021276596,0.141843972,0.836879433,0.120567376,TCON,healthcare
Bio-Techne Corporation,12387142531,2023,2,0.107855915,0.286525219,0.605618866,0.110909091,0.283636364,0.605454545,0.172727273,TECH,healthcare
Tff Pharmaceuticals Inc,14645880,2023,2,0.041476019,0.201715338,0.756808643,0.046831956,0.20661157,0.746556474,0.159779614,TFFP,healthcare
TG Therapeutics Inc,1549236520,2023,2,0.044997974,0.308299795,0.646702231,0.046296296,0.308641975,0.645061728,0.262345679,TGTX,healthcare
Theriva Biologics Inc.,7879656,2023,2,0.020331383,0.235389312,0.744279305,0.020725389,0.238341969,0.740932642,0.21761658,TOVX,healthcare
"Trevi Therapeutics, Inc.",131552205,2023,2,0.061400096,0.082661688,0.855938216,0.068085106,0.089361702,0.842553191,0.021276596,TRVI,healthcare
"Travere Therapeutics, Inc.",984824333,2023,2,0.015645395,0.352816472,0.631538133,0.017456359,0.351620948,0.630922693,0.334164589,TVTX,healthcare
UroGen Pharma Ltd,477048258,2023,2,0,0.302652765,0.697347235,0,0.304347826,0.695652174,0.304347826,URGN,healthcare
United Therapeutics Corporation,10829949130,2023,2,0.029273183,0.246776376,0.72395044,0.030864198,0.25,0.719135802,0.219135802,UTHR,healthcare
Vericel Corp Ord,1540151462,2023,2,0.034406384,0.293575891,0.672017726,0.036809816,0.288343558,0.674846626,0.251533742,VCEL,healthcare
"Veracyte, Inc.",1871984620,2023,2,0.069526835,0.368938498,0.561534667,0.069767442,0.362126246,0.568106312,0.292358804,VCYT,healthcare
Veru Inc.,95483273,2023,2,0.050104975,0.173983275,0.775911749,0.055288462,0.175480769,0.769230769,0.120192308,VERU,healthcare
Vir Biotechnology Inc,1701507900,2023,2,0.06216591,0.195779202,0.742054888,0.066091954,0.201149425,0.732758621,0.135057471,VIR,healthcare
"Virios Therapeutics, Inc.",23818880,2023,2,0.037477714,0.199926987,0.762595299,0.040590406,0.20295203,0.756457565,0.162361624,VIRI,healthcare
"Viking Therapeutics, Inc.",1419716268,2023,2,0.017945405,0.180659468,0.801395127,0.018867925,0.181132075,0.8,0.162264151,VKTX,healthcare
Atossa Genetics Inc,116076221,2023,2,0.032253892,0.190860905,0.776885203,0.034285714,0.205714286,0.76,0.171428571,ATOS,healthcare
Aurinia Pharmaceuticals Inc.,1365974700,2023,2,0.033482603,0.24010539,0.726412007,0.03601108,0.243767313,0.720221607,0.207756233,AUPH,healthcare
Autolus Therapeutics plc,561021956,2023,2,0.050630488,0.268428387,0.680941125,0.055288462,0.271634615,0.673076923,0.216346154,AUTL,healthcare
Atea Pharmaceuticals Inc,281889972,2023,2,0.041133652,0.243437243,0.715429106,0.041666667,0.244791667,0.713541667,0.203125,AVIR,healthcare
Anavex Life Sciences Corp.,660443976,2023,2,0.02434911,0.211894441,0.763756449,0.023809524,0.214285714,0.761904762,0.19047619,AVXL,healthcare
Axsome Therapeutics Inc,3314614644,2023,2,0.024382906,0.234246942,0.741370152,0.027713626,0.23556582,0.736720554,0.207852194,AXSM,healthcare
"BioAtla, Inc.",126795550,2023,2,0.007030303,0.186733411,0.806236286,0.007352941,0.194852941,0.797794118,0.1875,BCAB,healthcare
Biocardia Inc,17689077,2023,2,0.060069838,0.179170784,0.760759378,0.06918239,0.188679245,0.742138365,0.119496855,BCDA,healthcare
Brainstorm Cell Therapeutics Inc,65193900,2023,2,0.022803119,0.126132009,0.851064873,0.02811245,0.136546185,0.835341365,0.108433735,BCLI,healthcare
"BioCryst Pharmaceuticals, Inc.",1418901910,2023,2,0.045303215,0.280537606,0.674159178,0.04620462,0.280528053,0.673267327,0.234323432,BCRX,healthcare
Biora Therapeutics Inc,40907610,2023,2,0.016363311,0.270739825,0.712896863,0.016326531,0.273469388,0.710204082,0.257142857,BIOR,healthcare
Belite Bio Inc ADR,816789000,2023,2,0.097121361,0.103351298,0.799527342,0.103703704,0.103703704,0.792592593,0,BLTE,healthcare
"bluebird bio, Inc.",363929040,2023,2,0.014761275,0.221303413,0.763935312,0.018604651,0.223255814,0.758139535,0.204651163,BLUE,healthcare
BioMarin Pharmaceutical Inc.,16868688151,2023,2,0.02109625,0.276619576,0.702284174,0.021276596,0.276595745,0.70212766,0.255319149,BMRN,healthcare
BioNTech SE,28323554700,2023,2,0.042170284,0.192048406,0.76578131,0.047297297,0.198198198,0.754504505,0.150900901,BNTX,healthcare
Blueprint Medicines Corp,3056622015,2023,2,0.016864721,0.329075606,0.654059674,0.021538462,0.326153846,0.652307692,0.304615385,BPMC,healthcare
Bio Path Holdings Inc,3025657,2023,2,0.045647936,0.264997037,0.689355027,0.047619048,0.261904762,0.69047619,0.214285714,BPTH,healthcare
"BioXcel Therapeutics, Inc.",115763612,2023,2,0.049898786,0.164206191,0.785895022,0.052264808,0.167247387,0.780487805,0.114982578,BTAI,healthcare
Better Therapeutics Inc,19997128,2023,2,0.029753275,0.290194139,0.680052586,0.03030303,0.287878788,0.681818182,0.257575758,BTTX,healthcare
Capricor Therapeutics Inc,194830929,2023,2,0.019048191,0.26634592,0.714605888,0.020576132,0.263374486,0.716049383,0.242798354,CAPR,healthcare
Cara Therapeutic,163029264,2023,2,0.027170028,0.225599752,0.74723022,0.027777778,0.225308642,0.74691358,0.197530864,CARA,healthcare
Cymabay Therapeu,1209163680,2023,2,0.020570967,0.188038516,0.791390516,0.023752969,0.194774347,0.781472684,0.171021378,CBAY,healthcare
Vanda Pharmaceuticals Inc,341217954,2023,2,0.12921906,0.199538371,0.671242569,0.134969325,0.202453988,0.662576687,0.067484663,VNDA,healthcare
Verona Pharma plc,1513682520,2023,2,0.035602705,0.156301619,0.808095676,0.04,0.16,0.8,0.12,VRNA,healthcare
Vertex Pharmaceuticals Inc,90333788480,2023,2,0.019632956,0.288739278,0.691627766,0.021978022,0.293956044,0.684065934,0.271978022,VRTX,healthcare
"VistaGen Therapeutics, Inc.",42039043,2023,2,0.025476859,0.199167533,0.775355608,0.028,0.208,0.764,0.18,VTGN,healthcare
Ventyx Biosciences Inc,1825221690,2023,2,0.018815782,0.212950839,0.768233379,0.020895522,0.214925373,0.764179104,0.194029851,VTYX,healthcare
"Vaxart, Inc.",119746464,2023,2,0.017554479,0.215521954,0.766923568,0.019138756,0.224880383,0.755980861,0.205741627,VXRT,healthcare
"Voyager Therapeutics, Inc.",409234640,2023,2,0.016667396,0.164633279,0.818699325,0.019230769,0.166666667,0.814102564,0.147435897,VYGR,healthcare
Wave Life Sciences Ltd.,434108934,2023,2,0.016730271,0.257428195,0.725841534,0.019543974,0.263843648,0.716612378,0.244299674,WVE,healthcare
Xenon Pharmaceuticals Inc,2419816761,2023,2,0.033697584,0.155102142,0.811200274,0.036697248,0.160550459,0.802752294,0.123853211,XENE,healthcare
"Xeris Biopharma Holdings, Inc.",328173309,2023,2,0.044399516,0.436596253,0.519004231,0.05019305,0.428571429,0.521235521,0.378378378,XERS,healthcare
X4 Pharmaceuticals Inc,196769390,2023,2,0.025629795,0.226756293,0.747613912,0.029126214,0.233009709,0.737864078,0.203883495,XFOR,healthcare
Xencor Inc,1358793000,2023,2,0.003154734,0.142042491,0.854802775,0.003067485,0.153374233,0.843558282,0.150306748,XNCR,healthcare
Y mAbs Therapeutics,267744914,2023,2,0.035656182,0.272493544,0.691850274,0.038461538,0.272727273,0.688811189,0.234265734,YMAB,healthcare
Zai Lab Limited,2330828398,2023,2,0.0301806,0.305794072,0.664025328,0.031088083,0.305699482,0.663212435,0.274611399,ZLAB,healthcare
"Zevra Therapeutics, Inc.",171441908,2023,2,0.028777609,0.27671613,0.694506261,0.035353535,0.277777778,0.686868687,0.242424242,ZVRA,healthcare
Zymeworks Inc.,490910445,2023,2,0.015576499,0.200485409,0.783938092,0.017094017,0.205128205,0.777777778,0.188034188,ZYME,healthcare
American Airlines Group,9897402716,2023,2,0.042724422,0.319302107,0.637973471,0.044444444,0.317171717,0.638383838,0.272727273,AAL,industrials
Allegiant Travel Company,1720531440,2023,2,0.06009458,0.30299195,0.63691347,0.066079295,0.299559471,0.634361233,0.233480176,ALGT,industrials
Alaska Air Group Inc,5493777450,2023,2,0.084289328,0.357076026,0.558634646,0.089912281,0.353070175,0.557017544,0.263157895,ALK,industrials
"Copa Holdings, S.A.",3838650002,2023,2,0.061259554,0.235835708,0.702904738,0.064676617,0.23880597,0.696517413,0.174129353,CPA,industrials
Delta Air Lines Inc,26856266652,2023,2,0.063314511,0.396273927,0.540411562,0.068111455,0.393188854,0.53869969,0.325077399,DAL,industrials
Gol Linhas Aéreas Inteligentes S.A.,5007937500,2023,2,0.031944043,0.248380403,0.719675554,0.034398034,0.248157248,0.717444717,0.213759214,GOL,industrials
Hawaiian Holdings Inc,474753396,2023,2,0.074684074,0.268246779,0.657069147,0.079254079,0.268065268,0.652680653,0.188811189,HA,industrials
JetBlue Airways Corporation,2069055260,2023,2,0.132825353,0.304671124,0.562503524,0.141052632,0.305263158,0.553684211,0.164210526,JBLU,industrials
Southwest Airlines Company,18994730926,2023,2,0.071549665,0.338008564,0.590441771,0.072519084,0.335877863,0.591603053,0.263358779,LUV,industrials
